5373	7271
8078	2811
8879	11446
4677	15648
8630	8389
7161	6106
3155	6108
11484	3358
13731	10042
6322	15233
6322	1522
6322	7904
13065	9797
10608	4504
5920	6789
5920	6020
2322	4067
8793	630
1252	6489
889	12295
54	3623
11121	630
7161	2199
4286	14532
1104	4207
6114	4139
4677	13136
6741	7041
3686	1331
10991	2099
7714	4817
12447	9477
15886	16206
488	15674
63	7960
10498	4582
9275	4634
10707	8416
10498	4120
1444	3115
488	10974
14185	7553
6730	8464
16248	1278
8793	3725
12131	4545
616	11760
10974	8708
11178	7931
488	12587
8630	8776
5964	14419
12540	2117
4648	3394
4008	13410
44	3749
7388	5183
11848	11826
10893	5907
15886	15148
4606	5940
4606	12656
2338	10285
6482	3076
7345	1137
3751	8214
6322	2585
10402	8515
8690	14085
4217	576
10839	6358
4451	8640
14185	11908
493	10395
11894	12752
10217	8604
14185	4290
1444	4701
12510	1054
13321	7769
14700	377
9623	5626
3686	13441
11340	6808
8523	7029
10532	803
10461	1018
3051	14377
3592	671
16063	1549
4742	14235
2942	7118
243	4114
12947	15013
10768	6322
13900	739
6730	10991
61	8885
1202	8690
10991	3052
9468	12954
11561	5608
15487	12847
5165	5089
8656	2048
13914	10790
4677	5679
14185	5353
9187	12947
2622	843
7115	15183
14700	13205
6562	5903
3432	7282
704	14409
8690	13055
4651	13910
4202	6125
10991	5023
10415	4671
6111	1444
15886	14675
7267	6844
7851	1673
8142	1172
1252	1444
10991	5218
2016	1680
13326	13514
8133	6939
44	2587
243	7481
1414	3667
10714	13375
10214	13314
2928	2925
8133	16061
14972	6825
4286	2098
6846	4811
7318	9781
6322	5863
13796	8229
5964	15184
5920	7493
10498	4515
12618	15886
14053	1054
14585	12344
9712	11041
3155	13849
5165	9539
10991	13410
11894	5603
2579	5882
4286	11470
11848	11821
12229	2555
8656	14334
9840	2295
8520	13021
3143	9800
11470	7832
2546	13591
12991	10379
7699	174
9881	14261
3962	3292
2122	5268
488	11257
12038	1550
6027	5414
6143	490
1993	5904
11078	6349
2579	1070
3155	11314
1537	13410
16019	3054
616	3523
9734	1652
6562	12311
2449	14019
56	5441
6666	14950
13458	4677
10498	5392
31	4011
488	1364
1993	10694
10409	15436
13065	3647
6858	3017
2318	5195
1643	6331
13914	15650
4677	7037
4286	8145
13914	1362
4928	15288
3592	1689
203	6109
6322	14190
11894	8231
11178	13583
2161	8630
5920	6322
11894	11054
9712	1444
10991	5317
12795	5866
9840	2424
8436	6508
10890	4559
7548	4067
616	16076
40	8034
9568	16100
15076	5472
8632	14381
12143	16116
13745	13716
6322	10276
13731	9622
13986	7161
7318	13676
16	13
2961	2402
12447	13860
12540	379
6730	2622
7318	10614
6760	14409
1202	10440
10498	5158
14343	4757
7388	2977
8793	14344
10409	1444
3155	8558
13731	9353
7023	1562
6482	4523
11869	12276
14950	15488
7267	7782
3155	10906
13065	14971
12991	6789
2961	6037
11177	14742
1252	739
5354	8991
493	4677
7829	12740
7161	6104
7829	7087
12214	8096
14431	2410
4309	12656
7267	1781
2928	16065
16202	12767
6322	5753
7523	12150
13900	12955
9653	7558
12404	9464
5686	2519
2242	13410
6108	16076
3155	1363
8945	3118
3365	12134
15415	7201
12421	1196
6948	5434
14431	4993
10402	2494
10974	12201
4863	5895
14690	13520
5964	6324
2886	7410
44	8400
15712	12574
6322	9594
3699	630
15475	4327
5920	4677
8793	6549
11605	4432
14950	4907
12404	5707
6322	4588
739	5427
8656	2615
6322	9185
6027	3541
4519	8047
13245	16138
14249	56
8879	8399
8656	5632
4125	981
10707	15123
242	8255
4746	4677
1444	2397
3572	5741
12510	15763
7345	14415
15498	14552
7538	14601
13245	2689
16063	13499
11894	14073
15156	13772
12351	7087
4746	4067
5280	450
13245	3359
6858	7996
6986	6730
791	8167
10543	10454
3592	6447
7161	13899
1444	13924
5920	11785
11484	7037
16063	3454
12334	15688
5601	2622
11392	5714
6730	4416
1444	7062
12090	15866
14213	14007
8747	12991
8884	14
7318	5907
12421	15765
1444	5639
10991	4532
14185	13005
15156	1605
6111	4227
6322	12470
7115	5964
14185	11220
3141	8013
4519	4067
10419	1836
5601	1444
7388	6756
7388	3084
11894	679
5533	10126
7388	4175
2242	5824
7781	7117
3751	5354
11177	15097
616	4919
2961	2944
6025	14979
10991	8120
9712	13803
1296	5741
4739	12705
16063	4721
15156	12201
2016	4363
15254	10129
14185	2437
4185	4286
5443	9570
9331	14653
5373	9665
8879	11585
7318	4749
13486	5888
9640	6511
657	7525
10891	6322
15961	5371
3361	9535
11177	4286
4286	13486
12143	12551
10395	14489
6730	2454
3361	1054
5920	5963
13486	6290
11869	8738
7829	4816
54	16023
3686	7545
8059	10217
3592	5883
14391	7487
8690	2066
2579	5202
13065	102
3155	16248
7388	198
12585	9200
9889	512
15782	12041
7318	9984
3518	11777
61	11816
6562	4531
4286	4742
9889	5902
3020	4767
10991	6607
10543	8570
15799	9549
12991	16164
9243	7785
8656	1986
3155	5559
3124	3158
29	6116
2358	5538
12412	7323
9523	2734
4185	13558
12515	16244
13326	10149
12311	3821
15782	5292
10395	6530
13731	8157
13914	15893
6	770
4606	8192
14381	3735
16011	2692
243	306
3592	14381
6322	9108
9192	7232
12991	10137
44	3312
12748	11188
8520	1618
9568	13076
16019	15086
8656	13566
5595	4266
12748	3797
14585	14409
12635	6451
13639	10592
8994	5895
13984	12146
7699	7050
14700	5840
11392	15768
14428	10683
15712	7504
10154	6089
3361	4138
522	13865
5920	4795
3373	13374
889	14427
1680	12935
2579	7603
522	15013
2942	10991
2442	14725
4286	2359
11078	7267
8852	8072
493	2694
8078	2996
440	6941
4202	630
14535	3281
15254	15548
6322	10324
6730	4208
14185	14470
14185	6344
54	10761
8852	1092
2599	2317
6730	710
5	14095
13321	14633
3365	1572
13900	5895
6730	5903
10267	151
2391	1252
10768	14341
10991	14046
12311	1680
13986	5246
13731	13016
7161	5201
8520	9552
7476	11987
4096	3969
11869	12463
4096	8227
61	8009
3220	10811
1537	8047
10768	11817
6562	9549
5443	10111
1414	6155
16019	15863
14391	1180
13321	14409
15407	16076
3962	4894
1252	5973
5165	16058
15415	4154
29	7970
37	3411
4606	15413
16188	7782
48	15903
12696	3384
621	13620
9138	5268
788	5232
13731	14478
5284	10263
2140	6476
12370	8793
3155	1573
10839	9564
5511	7910
3155	2042
11869	14230
11143	866
242	3735
2579	14532
6505	6365
5964	2328
10217	10821
14928	10217
3566	804
15362	14342
3155	4601
6482	1196
13446	6108
739	15867
5373	4566
13986	3174
16143	6489
243	8509
10839	2153
12991	14278
9479	9819
13065	10862
6322	4952
7476	2866
7003	9299
13900	11218
44	3916
13731	4213
8059	7710
6730	3388
6095	6072
9653	1211
14185	1567
10498	9148
4286	4874
3446	12793
9791	13241
9523	14692
8078	8857
8690	11010
10461	13477
889	6704
13419	10461
15156	2177
5337	7462
15487	11159
5920	12853
9479	4545
13326	11725
4677	8129
8928	14108
7548	9757
3220	797
9568	13543
37	9283
6322	5316
8696	7217
243	8324
243	13073
10714	11871
14585	2026
6180	4067
3536	2462
7476	5086
12404	13334
1993	13663
12850	15361
5373	7032
1192	5118
13065	10143
1100	14556
10991	3648
4185	5964
4185	2623
16019	8706
11220	15558
15663	7318
12510	10628
5489	6501
15156	8008
7476	978
6948	12600
9734	8735
493	15077
648	4794
14859	9793
10217	11425
10461	7655
46	13892
8690	10546
13245	7205
12850	1562
16019	11979
7345	1237
44	9043
13326	13226
14248	14860
6322	8562
6322	15265
5930	9686
1202	14634
14294	6933
13065	2875
11130	11361
488	15569
10991	12846
6322	12927
7388	1523
11869	6970
243	5683
27	4443
6322	3223
9479	13731
6056	9685
10461	7675
14431	11704
11869	2248
12229	5569
13486	5782
10991	5820
7388	9860
621	10213
2579	12863
11869	297
1933	10947
6180	1817
7970	8670
3155	13608
3155	3760
10608	1571
4677	4680
8630	633
4033	7785
16248	14681
14950	9482
2942	5195
13574	8047
6953	12748
6111	6730
16011	248
4746	3814
14266	3358
13914	11068
2961	11472
15905	2972
5569	3084
12038	5638
14185	12792
912	5635
488	12201
9974	13607
54	8746
10707	1609
13326	10094
6322	8390
10707	6316
493	2328
9823	4524
5342	16250
5373	1688
5569	4946
10991	7359
10395	13460
3361	15013
5021	27
44	15426
1770	1735
9138	2117
3592	13839
1177	7741
12748	4053
5342	9289
8793	4863
13914	3847
6322	15188
16019	5329
4202	3215
9889	16076
6322	10226
488	1835
13321	8088
14585	15727
8007	6994
7023	11209
8078	13298
14110	11257
10104	2424
14185	6349
788	8373
10991	14545
8007	6172
11188	5964
14433	3724
12311	9962
9479	14950
4498	6941
33	10993
13245	14653
16019	5907
3155	7329
7023	5688
8540	340
12795	8047
8286	7550
11130	7570
8852	12954
13900	5559
6	7570
6024	13021
8520	11856
11450	56
9568	14230
3155	8143
9889	13929
15487	8767
13486	8690
10461	4687
12098	6457
4677	15093
4928	15068
6676	10556
9653	13599
12344	3244
5354	6521
889	13731
13486	12672
13171	12211
7161	2075
1202	14124
2167	2161
11078	4426
3550	2914
1887	5689
2242	5021
7161	5160
14585	15390
8133	8757
11394	3241
7699	15315
2442	4215
7548	11237
1100	9545
8007	7666
3155	10694
6482	6915
12350	10111
4286	14743
4125	8229
44	12779
13486	13637
14585	14667
616	3821
5443	15114
11130	199
7318	14485
5920	13737
14444	7570
10991	9279
8928	3835
13914	7738
15488	5964
13900	5964
10498	7652
14585	13731
8690	10676
3155	15965
9889	6617
38	3627
12635	13987
10543	292
14185	4131
36	12295
11220	10966
13900	14193
12795	4989
5373	11803
4033	11470
367	12184
12038	4901
7267	7521
10402	14688
12635	2944
4648	12708
1252	10489
6858	13407
15488	7774
11188	14
3735	14747
10991	722
8528	9899
10991	1317
5165	2991
11869	6826
11641	9793
7535	2675
1041	2610
6633	14263
7388	805
797	2523
14250	8838
4096	14801
15156	6315
9398	15652
11143	8896
7388	10087
5569	14517
9889	8047
54	5964
44	7744
5920	15712
8363	6976
14185	4579
9568	177
8690	14602
1252	11656
10482	15855
11352	1054
13914	7669
4746	11707
1444	15013
7345	6775
10991	8937
4185	7732
64	11653
12795	2520
5268	16076
7388	1859
1503	4857
889	10762
493	10451
7829	5583
3155	7103
6730	8108
1962	15663
5686	10307
15156	6252
7345	8690
2120	6235
8879	4605
3155	5055
10532	3816
8928	7106
5601	2761
10991	11373
252	2650
1192	12623
13900	5149
8007	9008
11484	8840
6730	15210
889	7043
5205	14743
6322	4637
3699	857
2016	9051
12464	3219
6322	5242
11869	4832
11641	4465
14965	2065
2304	11181
243	13808
13486	9427
16248	9802
10461	2220
54	12347
9243	5964
4309	14860
15156	838
2199	8968
8007	1161
13065	13917
11220	2187
5328	1582
6562	10966
4928	5633
7413	5848
6562	2364
11869	11508
13914	2887
9568	11562
5920	13601
12334	3676
4498	3178
11869	2069
7854	5944
744	1860
94	712
9823	5826
8717	8432
8190	9233
5566	15982
1791	4154
10971	11871
10768	11850
9187	6235
5595	2442
9479	8025
7106	13654
10991	10789
12748	3787
10395	4064
10461	4538
14585	6993
8928	14427
203	6116
10461	5050
6322	1836
4033	9785
14185	15270
4255	6319
8690	1593
7436	2044
44	8394
2579	7867
4742	5964
5211	12394
243	6772
367	7187
243	14653
13100	7410
1252	5236
10839	15866
8528	12056
4030	10864
16076	10142
9846	7587
15487	12072
10924	14543
11093	13486
11903	10905
13914	9500
7829	2998
44	5407
13731	11617
8690	913
13253	2944
2961	5741
729	1745
15362	9895
11848	3199
11894	11892
9153	3695
2942	1114
6730	7794
14585	15492
3254	10510
44	748
2338	3949
12991	8772
10461	4689
13458	9234
10461	1883
889	13460
7509	11292
4498	1153
3295	13360
6025	9139
9244	314
1791	338
9889	10356
2913	1441
4606	2
14185	9263
49	9821
7106	13055
3962	15001
10991	5393
7318	1559
12370	11315
62	9662
7388	13887
44	7353
4125	2093
9275	4286
10991	7630
5569	4309
11457	9144
8133	8724
5268	5964
7748	14763
12334	15353
8630	10991
744	12333
8928	9435
10707	14279
2661	15013
8191	6248
616	3914
14433	11950
10543	1187
13025	9930
6948	16165
10395	14278
4606	619
13900	12954
16202	4096
243	660
6322	6711
11894	5536
15487	1480
13065	2133
6017	6482
2928	764
12370	4919
11484	13998
15487	12610
13413	14917
6322	2333
9653	10001
4262	5895
3829	11461
657	553
6322	5267
47	13738
3592	6407
8879	12249
12311	897
12334	9008
12311	2264
13326	8522
14535	13112
2242	2843
10395	13226
10461	11040
2928	10440
7808	3642
6858	6256
13914	10498
8696	12991
8190	10323
13321	1382
15468	3507
6953	6301
797	10090
12229	6795
7388	6635
4874	8826
6322	3326
10002	13772
11026	7183
9377	4145
6322	8115
5373	12346
6948	4058
12540	13251
13914	1475
13305	13407
13486	13698
14381	4971
10395	5895
2449	9085
3155	440
16011	12234
3155	3688
3686	8047
46	16076
2539	8656
12696	3819
13065	4686
13419	4011
7829	13723
2167	9775
2961	15567
10707	988
9653	14815
1414	15882
1414	6946
11484	804
13065	3724
11470	9605
10532	8939
9395	6642
11538	3776
6322	13286
8656	2731
9192	9750
8690	3096
616	14202
5920	7935
13639	4606
1202	11319
7535	5964
6858	2811
2442	10834
7119	121
9021	15320
15663	12482
8690	8229
2167	10946
10461	3181
8632	1979
6984	12935
14185	13790
11869	5606
11894	8187
15905	12627
4700	15275
493	5899
11561	9411
739	5809
14593	5964
10991	3274
4277	1052
8747	13661
11220	10360
15979	2111
2442	7340
2961	10217
1944	8557
14185	3378
11470	2368
10002	14760
6025	15905
10991	765
9840	1052
9889	899
10991	11659
9734	1444
13486	12875
12795	10548
4202	2295
6482	9446
4928	5894
2961	15013
7388	1839
2961	7026
3962	527
13245	15763
11143	1377
36	7204
12991	6344
8696	3415
5021	15013
12850	4484
539	540
11894	14498
5691	7570
2858	13248
1202	10782
3432	261
2961	5366
7476	1963
7451	3627
10217	7776
46	1573
1770	6137
8520	11898
7851	15244
6114	7803
6228	2367
11894	8229
1202	14423
14185	10113
14593	15003
1770	14805
11537	3713
10543	7973
1933	367
3735	6834
10974	13626
4096	2699
739	12122
621	13167
3155	686
10971	1257
8528	2519
12748	1753
16143	667
11837	10477
8523	892
44	12077
1202	3375
3518	5741
2961	15754
1296	1299
44	8358
13914	9146
13171	3979
15979	9544
9138	2581
6666	6220
10839	5886
3962	436
6430	4369
5373	11562
10498	7306
8133	11568
10532	9111
4606	13731
12143	9641
8690	2492
10991	10981
9187	7161
15886	10778
12623	14850
12311	1640
7413	3539
14053	6319
5	3501
13065	1836
522	13560
12748	11464
10267	539
2961	13450
13326	5353
6730	10313
8078	12446
44	7242
7748	14532
12334	14798
13321	9051
16143	10421
12850	5160
14873	10556
11188	12854
8191	13376
1791	1525
2961	6667
11130	14074
12239	14222
8078	8468
15156	10415
4438	9296
10991	142
13731	10187
37	864
2242	570
44	13372
11484	2117
3756	5769
9568	5235
6948	4741
8928	36
12540	4309
13731	489
739	13410
44	7267
3550	3499
12734	9404
1877	8782
10991	12999
6322	2569
13065	7730
493	13743
13321	12564
14185	10579
8928	6322
15156	9727
7388	6339
8690	14012
13326	2899
493	6775
14391	15692
10277	13731
8078	3852
619	4381
5342	3375
12421	9797
8133	441
13900	14222
4677	6349
10839	2906
5511	5973
13914	866
11340	3061
3432	6993
2242	5121
2579	2581
5443	1924
9138	6944
14593	5806
11894	5683
1528	9178
14185	13361
8630	8573
621	12295
11191	9
2318	7803
4125	2635
14431	2391
10991	11287
6322	9475
10991	13815
3592	16094
5569	10796
1444	617
8007	2468
6890	61
5443	14603
2928	2070
252	5902
1791	1866
6322	9905
6516	388
12404	11286
4286	14473
12850	4274
13396	9167
6998	2001
657	6734
9712	6730
13574	1352
15886	7300
1100	8876
11177	2768
10707	9245
8520	14164
1444	7798
10991	3208
9072	3821
2579	14243
621	7116
7388	12887
12334	4323
1202	11464
37	11335
1944	3821
5930	5741
15979	10215
2928	11583
12748	6993
1556	7194
11236	7294
11894	13118
7345	6822
7388	9581
9479	14490
1171	9339
40	5741
11220	2613
9653	1938
3699	5176
6730	10283
6322	4386
493	16061
8696	2944
2546	2515
10395	5846
11869	7361
6562	4363
7748	10937
10461	1955
10974	12478
7345	15927
8884	10836
4255	15870
13274	9456
8747	11206
3143	13065
9791	13892
4921	12267
10217	295
11191	5964
10461	1185
6322	9888
15782	7522
44	8218
3962	7724
12749	6708
6108	4554
203	1567
1933	5762
6322	16256
6430	5688
44	8491
6322	8754
11869	6865
44	2979
127	15684
5354	9950
10543	4010
4185	6690
9055	6595
12510	7370
10890	77
1202	13929
6322	6656
44	9057
13171	7232
12795	16204
616	4357
1296	3691
14700	6931
7699	10231
13413	4554
15156	9569
6105	5689
11484	2359
13274	1562
8630	1285
6322	13004
3147	1191
12801	5886
12311	5662
46	11704
3155	6234
2011	5842
3592	7512
6322	5530
12311	12641
1125	8469
15886	6897
9443	4636
14873	3115
2242	4933
6858	7995
5443	1293
13253	2543
2942	5688
1414	5777
7388	2021
488	5083
15156	14095
15399	8302
488	2944
44	15194
12850	5195
12464	13162
7161	14052
8793	4372
11605	10042
2942	775
12098	13929
6322	15891
5601	4363
6322	8802
47	3418
4677	10126
16011	13021
5443	7106
5165	11760
40	13099
11484	2084
8690	7916
6482	3312
15254	10186
6322	6937
4677	1890
7388	3849
243	3162
10991	824
2242	671
2667	5884
4286	6433
10707	1613
14873	3609
13486	1477
1192	16183
10991	10560
11484	5670
7388	12993
12928	12697
11903	13028
12795	843
8690	11617
10991	3151
16188	2771
243	8313
5569	11585
14444	6108
8690	5874
4964	2892
9072	7570
15487	12980
10991	11058
11484	4326
8133	15533
12447	13112
12623	8988
6482	10591
7523	1411
10498	12116
12421	7678
488	4342
14700	14179
7023	6713
9889	3979
7318	15066
4125	4105
13326	12048
14185	6507
12778	7927
6482	6689
3295	1562
12238	5108
8286	15605
12038	4378
10991	999
6322	478
5373	1152
10461	8022
7829	7088
10498	8139
15979	2393
6322	14946
13326	4439
12797	5895
4606	9726
889	6806
7388	924
5165	4227
2579	6304
243	14798
6027	3691
13745	2133
1414	5491
10707	5888
10991	4069
3962	7855
13574	13410
14249	15436
10214	8066
4255	5904
16202	12359
10532	16044
44	12827
10974	1836
16248	6941
5920	7868
10891	14798
10498	12030
1100	3766
850	2556
10461	3206
14593	3526
8945	13303
621	14860
61	3403
13036	9567
1444	2169
12778	2117
6322	125
13731	1969
6322	8066
9793	15648
3155	5903
3550	6358
9378	2066
14381	12947
3155	6097
7	15013
6322	16252
5595	7936
15226	2512
46	15907
11869	15542
4096	7150
12214	1166
13486	15840
7119	12857
10415	4955
10974	15640
10893	15024
7345	493
6562	4530
6730	1667
788	5888
61	66
243	332
488	12193
1086	8967
10991	12362
10543	15763
788	2513
10991	11201
6516	7450
15156	14184
9791	1017
46	11794
322	4390
8690	6340
1512	4572
4498	2148
10714	4530
6322	6333
11130	6941
8656	10114
6870	4098
242	13159
13326	15976
13321	13313
7388	9532
10991	1882
3983	2605
3373	10991
4921	5343
7318	14048
13065	6349
3962	13045
8844	15172
10974	2699
6322	6719
7318	10224
11078	44
9479	10936
12748	11683
7476	7256
7119	1559
12850	9219
7345	8463
6730	630
10461	2056
493	5112
11220	2445
13745	4228
12593	11315
6108	11905
13402	1781
30	3875
9706	16130
10991	13407
13065	14653
5443	6997
13900	1346
2271	857
9651	12719
44	11078
13245	1836
2199	3014
8656	5550
2579	1987
44	4844
12795	4803
10991	10429
7318	12373
791	15126
7548	5772
616	2235
13253	11722
7509	4227
12515	2536
61	6344
9793	9826
12311	14851
6322	1047
14585	970
5165	13422
739	12137
13326	4024
10991	6708
3983	2338
7388	12900
3141	12935
3155	15402
4739	13486
7829	7733
2242	9968
11188	3330
10966	7605
9072	6
1252	14290
13796	13628
12991	11800
13396	6288
7854	1221
1800	5565
15979	12041
13900	11623
488	8781
12038	2311
14185	7710
16188	15056
13914	9386
6322	12687
7318	5569
10461	13684
10395	8967
10608	14696
8690	7229
10991	3383
2371	6522
1887	12052
10991	10992
11484	9742
8133	12231
10498	15877
14466	15517
7548	8777
4096	8320
2391	14381
13900	6358
6482	3486
3155	13292
8696	12010
14248	3828
7345	6322
3751	857
243	245
15468	6971
10461	5611
14185	13063
3361	1301
616	11569
14248	14833
10498	1575
7388	11408
13326	12107
7161	4363
12623	10030
5920	8047
8630	1282
21	11726
44	1309
13914	1003
6482	7420
4874	7192
4242	12295
6322	615
8279	801
7318	11819
13884	2962
1177	13654
6482	796
9153	11551
10991	4999
4700	10209
2242	1933
13914	5487
11537	15765
11130	9652
11837	7116
3155	13405
7548	11271
7267	10603
15415	14165
7580	16061
4438	8824
16076	3696
488	1056
7119	14868
9479	5848
10415	15660
8133	15558
12991	14222
11188	9393
11470	2117
11869	8203
6322	2754
11869	291
47	5946
10395	2295
11418	11085
2622	7491
14444	2495
9403	8361
8945	13007
13914	14333
7699	15996
16189	5489
13402	4828
13747	122
7318	7178
9846	12940
94	11860
10974	5870
3890	10862
4286	9139
10498	9244
14185	6301
788	6322
8696	6301
10966	9019
4928	6427
7781	5686
38	16076
9840	8013
797	2328
14700	4936
621	3901
5165	7936
2011	15071
13171	15765
3155	5570
15905	1320
8007	14454
44	1340
15795	13624
10217	7807
10395	5455
13486	9570
4096	7795
5964	8144
15487	1859
5443	873
7580	10803
2574	6669
13065	15135
9568	6706
7119	486
6322	4578
13914	197
8520	4848
16019	15966
4107	10021
9568	14691
32	15991
6322	11036
1444	13873
616	10993
10991	11946
10395	10901
94	8047
4286	16061
2442	4210
8078	13458
12850	11210
10543	6240
12229	400
2961	9546
11470	15368
11484	12031
13326	1549
11108	914
1296	8592
1202	4606
4061	7570
7535	2546
1192	3351
16019	10185
7267	541
4648	10217
744	12317
13065	14976
12903	2371
13245	15184
2961	7917
2599	8558
2442	7255
8656	9544
11447	15405
889	2653
4677	15574
10395	14748
14185	9975
15782	3267
15156	15013
243	2694
10991	7010
10461	3079
11538	208
1993	13426
739	12409
8520	6058
14965	4432
5357	11964
5280	13132
14185	13460
1041	4871
3962	3230
5280	8776
44	9627
10402	4363
1444	10284
11117	5895
7345	2584
96	6482
14950	5953
7829	12502
2543	4467
8279	8616
488	11137
4242	5895
8078	14381
13065	6304
11484	2067
7854	10197
11418	2658
15156	3531
4928	13444
3829	6456
13745	12605
5964	8558
3155	3017
29	4090
8690	10941
16091	9395
8826	6769
12421	6363
1296	6790
10974	15447
14110	3420
788	8427
13486	9598
7023	5160
9523	14862
2027	5679
5373	4885
11869	3627
11894	8311
7161	10912
4928	243
7267	2770
12404	54
15487	10125
4819	6125
5686	3188
522	8224
5373	13440
9623	6322
16063	15013
11869	6447
4928	14146
6744	3738
7267	6258
13326	11549
4648	15927
15487	480
5569	15110
4677	2660
6730	12537
6322	14287
243	5062
16143	7293
8279	9734
7161	10913
